BARX | USD/EUR | 1.5562 | 1.5572 | 1.5563 | 1.5571 | 1.5562 | 1.5572 | 1756299394059118684
UBS | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1756299396027592884
JPMC | USD/EUR | 1.5557 | 1.5568 | 1.5558 | 1.5567 | 1.5559 | 1.5566 | 1756299396345969540
BARX | USD/EUR | 1.5563 | 1.5573 | 1.5564 | 1.5572 | 1.5563 | 1.5573 | 1756299397030362143
MS | USD/EUR | 1.5561 | 1.5572 | 1.5562 | 1.5571 | 1.5563 | 1.557 | 1756299397290780458
CITI | USD/EUR | 1.5556 | 1.5566 | 1.5557 | 1.5565 | 1.5558 | 1.5564 | 1756299397645490568
CITI | USD/EUR | 1.5558 | 1.5568 | 1.5559 | 1.5567 | 1.556 | 1.5566 | 1756299398793043215
MS | USD/EUR | 1.5562 | 1.5573 | 1.5563 | 1.5572 | 1.5564 | 1.5571 | 1756299399091691975
UBS | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1756299399100939197
MS | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1756299401285831176
JPMC | USD/EUR | 1.5559 | 1.557 | 1.556 | 1.5569 | 1.5561 | 1.5568 | 1756299401331185856
BARX | USD/EUR | 1.5565 | 1.5575 | 1.5566 | 1.5574 | 1.5565 | 1.5575 | 1756299401807959432
UBS | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1756299401901471127
CITI | USD/EUR | 1.5559 | 1.5569 | 1.556 | 1.5568 | 1.5561 | 1.5567 | 1756299402032923103
MS | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1756299402454445636
BARX | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5567 | 1.5577 | 1756299402851048756
CITI | USD/EUR | 1.556 | 1.557 | 1.5561 | 1.5569 | 1.5562 | 1.5568 | 1756299403277532925
JPMC | USD/EUR | 1.5559 | 1.557 | 1.556 | 1.5569 | 1.5561 | 1.5568 | 1756299404010965742
UBS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1756299404068312039
BARX | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5567 | 1.5577 | 1756299405018337282
MS | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1756299405678646515
CITI | USD/EUR | 1.556 | 1.557 | 1.5561 | 1.5569 | 1.5562 | 1.5568 | 1756299407567272376
UBS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1756299408151116284
JPMC | USD/EUR | 1.556 | 1.5571 | 1.5561 | 1.557 | 1.5562 | 1.5569 | 1756299408517662347
MS | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1756299408638769947
BARX | USD/EUR | 1.5568 | 1.5578 | 1.5569 | 1.5577 | 1.5568 | 1.5578 | 1756299408728555939
JPMC | USD/EUR | 1.5561 | 1.5572 | 1.5562 | 1.5571 | 1.5563 | 1.557 | 1756299410328100665
BARX | USD/EUR | 1.5568 | 1.5578 | 1.5569 | 1.5577 | 1.5568 | 1.5578 | 1756299411272753224
MS | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1756299411580355661
CITI | USD/EUR | 1.5561 | 1.5571 | 1.5562 | 1.557 | 1.5563 | 1.5569 | 1756299411599665850
BARX | USD/EUR | 1.5568 | 1.5578 | 1.5569 | 1.5577 | 1.5568 | 1.5578 | 1756299413028531653
UBS | USD/EUR | 1.5569 | 1.558 | 1.557 | 1.5579 | 1.5571 | 1.5578 | 1756299413384061629
CITI | USD/EUR | 1.5561 | 1.5571 | 1.5562 | 1.557 | 1.5563 | 1.5569 | 1756299414108527832
JPMC | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1756299414911301270
UBS | USD/EUR | 1.5571 | 1.5582 | 1.5572 | 1.5581 | 1.5573 | 1.558 | 1756299415067846681
MS | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1756299416421267557
CITI | USD/EUR | 1.5562 | 1.5572 | 1.5563 | 1.5571 | 1.5564 | 1.557 | 1756299417137639056
BARX | USD/EUR | 1.5569 | 1.5579 | 1.557 | 1.5578 | 1.5569 | 1.5579 | 1756299417536157466
MS | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1756299418497549653
UBS | USD/EUR | 1.5572 | 1.5583 | 1.5573 | 1.5582 | 1.5574 | 1.5581 | 1756299419584748630
MS | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1756299419616984313
JPMC | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1756299419714364052
CITI | USD/EUR | 1.5563 | 1.5573 | 1.5564 | 1.5572 | 1.5565 | 1.5571 | 1756299420925121366
UBS | USD/EUR | 1.5574 | 1.5585 | 1.5575 | 1.5584 | 1.5576 | 1.5583 | 1756299420972636090
JPMC | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1756299421384108204
BARX | USD/EUR | 1.557 | 1.558 | 1.5571 | 1.5579 | 1.557 | 1.558 | 1756299421898100518
UBS | USD/EUR | 1.5574 | 1.5585 | 1.5575 | 1.5584 | 1.5576 | 1.5583 | 1756299422231591274
JPMC | USD/EUR | 1.5566 | 1.5577 | 1.5567 | 1.5576 | 1.5568 | 1.5575 | 1756299423009781642
MS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1756299423325234004
CITI | USD/EUR | 1.5564 | 1.5574 | 1.5565 | 1.5573 | 1.5566 | 1.5572 | 1756299423827467841
UBS | USD/EUR | 1.5576 | 1.5587 | 1.5577 | 1.5586 | 1.5578 | 1.5585 | 1756299424870867989
BARX | USD/EUR | 1.5571 | 1.5581 | 1.5572 | 1.558 | 1.5571 | 1.5581 | 1756299425369324780
CITI | USD/EUR | 1.5566 | 1.5576 | 1.5567 | 1.5575 | 1.5568 | 1.5574 | 1756299425507659253
UBS | USD/EUR | 1.5577 | 1.5588 | 1.5578 | 1.5587 | 1.5579 | 1.5586 | 1756299425885335202
JPMC | USD/EUR | 1.5568 | 1.5579 | 1.5569 | 1.5578 | 1.557 | 1.5577 | 1756299426134727397
BARX | USD/EUR | 1.5571 | 1.5581 | 1.5572 | 1.558 | 1.5571 | 1.5581 | 1756299426469158346
CITI | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5569 | 1.5575 | 1756299427356532586
MS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1756299427476302087
BARX | USD/EUR | 1.5572 | 1.5582 | 1.5573 | 1.5581 | 1.5572 | 1.5582 | 1756299429440520494
UBS | USD/EUR | 1.5578 | 1.5589 | 1.5579 | 1.5588 | 1.558 | 1.5587 | 1756299429535944981
JPMC | USD/EUR | 1.5569 | 1.558 | 1.557 | 1.5579 | 1.5571 | 1.5578 | 1756299429588586985
MS | USD/EUR | 1.5568 | 1.5579 | 1.5569 | 1.5578 | 1.557 | 1.5577 | 1756299429961642756
BARX | USD/EUR | 1.5572 | 1.5582 | 1.5573 | 1.5581 | 1.5572 | 1.5582 | 1756299433092502389
MS | USD/EUR | 1.5568 | 1.5579 | 1.5569 | 1.5578 | 1.557 | 1.5577 | 1756299434251569378
JPMC | USD/EUR | 1.5571 | 1.5582 | 1.5572 | 1.5581 | 1.5573 | 1.558 | 1756299434306394703
JPMC | USD/EUR | 1.5572 | 1.5583 | 1.5573 | 1.5582 | 1.5574 | 1.5581 | 1756299435920116421
BARX | USD/EUR | 1.5574 | 1.5584 | 1.5575 | 1.5583 | 1.5574 | 1.5584 | 1756299437234703420
JPMC | USD/EUR | 1.5573 | 1.5584 | 1.5574 | 1.5583 | 1.5575 | 1.5582 | 1756299438029396244
